2.496076e+001	2.496076e+001	2.496076e+001	
2.767009e+001	2.767009e+001	2.767009e+001	
3.161684e+001	3.161684e+001	3.161684e+001	
3.706760e+001	3.706760e+001	3.706760e+001	
4.407869e+001	4.407869e+001	4.407869e+001	
5.267835e+001	5.267835e+001	5.267835e+001	
6.136690e+001	6.136690e+001	6.136690e+001	
6.970544e+001	6.970544e+001	6.970544e+001	
7.617863e+001	7.617863e+001	7.617863e+001	
8.105438e+001	8.105438e+001	8.105438e+001	
8.385049e+001	8.385049e+001	8.385049e+001	
8.568821e+001	8.568821e+001	8.568821e+001	
8.668389e+001	8.668389e+001	8.668389e+001	
8.752091e+001	8.752091e+001	8.752091e+001	
8.761177e+001	8.761177e+001	8.761177e+001	
8.769132e+001	8.769132e+001	8.769132e+001	
8.789359e+001	8.789359e+001	8.789359e+001	
8.817535e+001	8.817535e+001	8.817535e+001	
8.806076e+001	8.806076e+001	8.806076e+001	
8.830719e+001	8.830719e+001	8.830719e+001	
8.827921e+001	8.827921e+001	8.827921e+001	
8.814785e+001	8.814785e+001	8.814785e+001	
8.810962e+001	8.810962e+001	8.810962e+001	
8.759726e+001	8.759726e+001	8.759726e+001	
8.631841e+001	8.631841e+001	8.631841e+001	
8.434820e+001	8.434820e+001	8.434820e+001	
8.110767e+001	8.110767e+001	8.110767e+001	
7.641721e+001	7.641721e+001	7.641721e+001	
6.987627e+001	6.987627e+001	6.987627e+001	
6.137756e+001	6.137756e+001	6.137756e+001	
5.268730e+001	5.268730e+001	5.268730e+001	
4.407865e+001	4.407865e+001	4.407865e+001	
3.697601e+001	3.697601e+001	3.697601e+001	
3.155143e+001	3.155143e+001	3.155143e+001	
2.754488e+001	2.754488e+001	2.754488e+001	
2.495023e+001	2.495023e+001	2.495023e+001	
2.546179e+001	2.546179e+001	2.546179e+001	
2.838086e+001	2.838086e+001	2.838086e+001	
3.219941e+001	3.219941e+001	3.219941e+001	
3.760381e+001	3.760381e+001	3.760381e+001	
4.442209e+001	4.442209e+001	4.442209e+001	
5.225855e+001	5.225855e+001	5.225855e+001	
6.083323e+001	6.083323e+001	6.083323e+001	
6.884182e+001	6.884182e+001	6.884182e+001	
7.529430e+001	7.529430e+001	7.529430e+001	
8.059346e+001	8.059346e+001	8.059346e+001	
8.375350e+001	8.375350e+001	8.375350e+001	
8.601257e+001	8.601257e+001	8.601257e+001	
8.746474e+001	8.746474e+001	8.746474e+001	
8.850307e+001	8.850307e+001	8.850307e+001	
8.900961e+001	8.900961e+001	8.900961e+001	
8.913026e+001	8.913026e+001	8.913026e+001	
8.946429e+001	8.946429e+001	8.946429e+001	
8.961155e+001	8.961155e+001	8.961155e+001	
8.973255e+001	8.973255e+001	8.973255e+001	
8.988380e+001	8.988380e+001	8.988380e+001	
8.976920e+001	8.976920e+001	8.976920e+001	
8.927724e+001	8.927724e+001	8.927724e+001	
8.886816e+001	8.886816e+001	8.886816e+001	
8.806377e+001	8.806377e+001	8.806377e+001	
8.692995e+001	8.692995e+001	8.692995e+001	
8.443867e+001	8.443867e+001	8.443867e+001	
8.064811e+001	8.064811e+001	8.064811e+001	
7.567515e+001	7.567515e+001	7.567515e+001	
6.870273e+001	6.870273e+001	6.870273e+001	
6.089388e+001	6.089388e+001	6.089388e+001	
5.226769e+001	5.226769e+001	5.226769e+001	
4.441967e+001	4.441967e+001	4.441967e+001	
3.772941e+001	3.772941e+001	3.772941e+001	
3.217117e+001	3.217117e+001	3.217117e+001	
2.841031e+001	2.841031e+001	2.841031e+001	
2.547225e+001	2.547225e+001	2.547225e+001	
2.600757e+001	2.600757e+001	2.600757e+001	
2.886224e+001	2.886224e+001	2.886224e+001	
3.273367e+001	3.273367e+001	3.273367e+001	
3.797499e+001	3.797499e+001	3.797499e+001	
4.477858e+001	4.477858e+001	4.477858e+001	
5.224811e+001	5.224811e+001	5.224811e+001	
6.045000e+001	6.045000e+001	6.045000e+001	
6.776892e+001	6.776892e+001	6.776892e+001	
7.464391e+001	7.464391e+001	7.464391e+001	
7.985274e+001	7.985274e+001	7.985274e+001	
8.430658e+001	8.430658e+001	8.430658e+001	
8.711559e+001	8.711559e+001	8.711559e+001	
8.927681e+001	8.927681e+001	8.927681e+001	
9.059273e+001	9.059273e+001	9.059273e+001	
9.159087e+001	9.159087e+001	9.159087e+001	
9.223105e+001	9.223105e+001	9.223105e+001	
9.271877e+001	9.271877e+001	9.271877e+001	
9.280611e+001	9.280611e+001	9.280611e+001	
9.310609e+001	9.310609e+001	9.310609e+001	
9.285355e+001	9.285355e+001	9.285355e+001	
9.247409e+001	9.247409e+001	9.247409e+001	
9.179960e+001	9.179960e+001	9.179960e+001	
9.115858e+001	9.115858e+001	9.115858e+001	
8.965031e+001	8.965031e+001	8.965031e+001	
8.754945e+001	8.754945e+001	8.754945e+001	
8.429710e+001	8.429710e+001	8.429710e+001	
8.037672e+001	8.037672e+001	8.037672e+001	
7.481615e+001	7.481615e+001	7.481615e+001	
6.784763e+001	6.784763e+001	6.784763e+001	
6.043832e+001	6.043832e+001	6.043832e+001	
5.226290e+001	5.226290e+001	5.226290e+001	
4.481533e+001	4.481533e+001	4.481533e+001	
3.799891e+001	3.799891e+001	3.799891e+001	
3.271141e+001	3.271141e+001	3.271141e+001	
2.876018e+001	2.876018e+001	2.876018e+001	
2.594601e+001	2.594601e+001	2.594601e+001	
2.613062e+001	2.613062e+001	2.613062e+001	
2.916175e+001	2.916175e+001	2.916175e+001	
3.307707e+001	3.307707e+001	3.307707e+001	
3.827216e+001	3.827216e+001	3.827216e+001	
4.481336e+001	4.481336e+001	4.481336e+001	
5.229114e+001	5.229114e+001	5.229114e+001	
5.998090e+001	5.998090e+001	5.998090e+001	
6.736144e+001	6.736144e+001	6.736144e+001	
7.420355e+001	7.420355e+001	7.420355e+001	
8.008466e+001	8.008466e+001	8.008466e+001	
8.470722e+001	8.470722e+001	8.470722e+001	
8.840279e+001	8.840279e+001	8.840279e+001	
9.121848e+001	9.121848e+001	9.121848e+001	
9.339048e+001	9.339048e+001	9.339048e+001	
9.488169e+001	9.488169e+001	9.488169e+001	
9.575988e+001	9.575988e+001	9.575988e+001	
9.627927e+001	9.627927e+001	9.627927e+001	
9.676632e+001	9.676632e+001	9.676632e+001	
9.668221e+001	9.668221e+001	9.668221e+001	
9.669090e+001	9.669090e+001	9.669090e+001	
9.598898e+001	9.598898e+001	9.598898e+001	
9.494859e+001	9.494859e+001	9.494859e+001	
9.334117e+001	9.334117e+001	9.334117e+001	
9.115845e+001	9.115845e+001	9.115845e+001	
8.864202e+001	8.864202e+001	8.864202e+001	
8.482528e+001	8.482528e+001	8.482528e+001	
8.008619e+001	8.008619e+001	8.008619e+001	
7.419042e+001	7.419042e+001	7.419042e+001	
6.736125e+001	6.736125e+001	6.736125e+001	
